sentence,class
If Kevin lives in Anshing then Kevin lives in Asia and If Kevin lives in Maharashtra then Kevin lives in Asia,4
If Kevin lives in Anshing then Kevin lives in India or If Kevin lives in Maharashtra then Kevin lives in India,5
If Kevin lives in Anshing then Kevin lives in Asia or If Kevin lives in Maharashtra then Kevin lives in Asia,5
If Nina lives in Arag then Nina lives in Maharashtra,1
If Nina lives in Arag then Nina lives in India,1
If Nina lives in Arag then Nina lives in Asia,1
If Nina lives in Maharashtra then Nina lives in India,1
If Nina lives in Maharashtra then Nina lives in Asia,1
If Nina lives in India then Nina lives in Asia,1
If Nina lives in Arag then Nina lives in Maharashtra and If Nina lives in Arag then Nina lives in India,2
If Nina lives in Arag then Nina lives in Maharashtra or If Nina lives in Arag then Nina lives in India,3
If Nina lives in Arag then Nina lives in India and If Nina lives in Maharashtra then Nina lives in India,4
If Nina lives in Arag then Nina lives in Asia and If Nina lives in Maharashtra then Nina lives in Asia,4
If Nina lives in Arag then Nina lives in India or If Nina lives in Maharashtra then Nina lives in India,5
If Nina lives in Arag then Nina lives in Asia or If Nina lives in Maharashtra then Nina lives in Asia,5
If Lily lives in Arangaon then Lily lives in Maharashtra,1
If Lily lives in Arangaon then Lily lives in India,1
If Lily lives in Arangaon then Lily lives in Asia,1
If Lily lives in Maharashtra then Lily lives in India,1
If Lily lives in Maharashtra then Lily lives in Asia,1
If Lily lives in India then Lily lives in Asia,1
If Lily lives in Arangaon then Lily lives in Maharashtra and If Lily lives in Arangaon then Lily lives in India,2
If Lily lives in Arangaon then Lily lives in Maharashtra or If Lily lives in Arangaon then Lily lives in India,3
If Lily lives in Arangaon then Lily lives in India and If Lily lives in Maharashtra then Lily lives in India,4
If Lily lives in Arangaon then Lily lives in Asia and If Lily lives in Maharashtra then Lily lives in Asia,4
If Lily lives in Arangaon then Lily lives in India or If Lily lives in Maharashtra then Lily lives in India,5
If Lily lives in Arangaon then Lily lives in Asia or If Lily lives in Maharashtra then Lily lives in Asia,5
If Charlie lives in Ardhapur then Charlie lives in Maharashtra,1
If Charlie lives in Ardhapur then Charlie lives in India,1
If Charlie lives in Ardhapur then Charlie lives in Asia,1
If Charlie lives in Maharashtra then Charlie lives in India,1
If Charlie lives in Maharashtra then Charlie lives in Asia,1
If Charlie lives in India then Charlie lives in Asia,1
If Charlie lives in Ardhapur then Charlie lives in Maharashtra and If Charlie lives in Ardhapur then Charlie lives in India,2
If Charlie lives in Ardhapur then Charlie lives in Maharashtra or If Charlie lives in Ardhapur then Charlie lives in India,3
If Charlie lives in Ardhapur then Charlie lives in India and If Charlie lives in Maharashtra then Charlie lives in India,4
If Charlie lives in Ardhapur then Charlie lives in Asia and If Charlie lives in Maharashtra then Charlie lives in Asia,4
If Charlie lives in Ardhapur then Charlie lives in India or If Charlie lives in Maharashtra then Charlie lives in India,5
If Charlie lives in Ardhapur then Charlie lives in Asia or If Charlie lives in Maharashtra then Charlie lives in Asia,5
If Umar lives in Argaon then Umar lives in Maharashtra,1
If Umar lives in Argaon then Umar lives in India,1
If Umar lives in Argaon then Umar lives in Asia,1
If Umar lives in Maharashtra then Umar lives in India,1
If Umar lives in Maharashtra then Umar lives in Asia,1
If Umar lives in India then Umar lives in Asia,1
If Umar lives in Argaon then Umar lives in Maharashtra and If Umar lives in Argaon then Umar lives in India,2
If Umar lives in Argaon then Umar lives in Maharashtra or If Umar lives in Argaon then Umar lives in India,3
If Umar lives in Argaon then Umar lives in India and If Umar lives in Maharashtra then Umar lives in India,4
If Umar lives in Argaon then Umar lives in Asia and If Umar lives in Maharashtra then Umar lives in Asia,4
If Umar lives in Argaon then Umar lives in India or If Umar lives in Maharashtra then Umar lives in India,5
If Umar lives in Argaon then Umar lives in Asia or If Umar lives in Maharashtra then Umar lives in Asia,5
If Zane lives in Artist Village then Zane lives in Maharashtra,1
If Zane lives in Artist Village then Zane lives in India,1
If Zane lives in Artist Village then Zane lives in Asia,1
If Zane lives in Maharashtra then Zane lives in India,1
If Zane lives in Maharashtra then Zane lives in Asia,1
If Zane lives in India then Zane lives in Asia,1
If Zane lives in Artist Village then Zane lives in Maharashtra and If Zane lives in Artist Village then Zane lives in India,2
If Zane lives in Artist Village then Zane lives in Maharashtra or If Zane lives in Artist Village then Zane lives in India,3
If Zane lives in Artist Village then Zane lives in India and If Zane lives in Maharashtra then Zane lives in India,4
If Zane lives in Artist Village then Zane lives in Asia and If Zane lives in Maharashtra then Zane lives in Asia,4
If Zane lives in Artist Village then Zane lives in India or If Zane lives in Maharashtra then Zane lives in India,5
If Zane lives in Artist Village then Zane lives in Asia or If Zane lives in Maharashtra then Zane lives in Asia,5
If Bob lives in Arvi then Bob lives in Maharashtra,1
If Bob lives in Arvi then Bob lives in India,1
If Bob lives in Arvi then Bob lives in Asia,1
If Bob lives in Maharashtra then Bob lives in India,1
If Bob lives in Maharashtra then Bob lives in Asia,1
If Bob lives in India then Bob lives in Asia,1
If Bob lives in Arvi then Bob lives in Maharashtra and If Bob lives in Arvi then Bob lives in India,2
If Bob lives in Arvi then Bob lives in Maharashtra or If Bob lives in Arvi then Bob lives in India,3
If Bob lives in Arvi then Bob lives in India and If Bob lives in Maharashtra then Bob lives in India,4
If Bob lives in Arvi then Bob lives in Asia and If Bob lives in Maharashtra then Bob lives in Asia,4
If Bob lives in Arvi then Bob lives in India or If Bob lives in Maharashtra then Bob lives in India,5
If Bob lives in Arvi then Bob lives in Asia or If Bob lives in Maharashtra then Bob lives in Asia,5
If Alice lives in Ashta then Alice lives in Maharashtra,1
If Alice lives in Ashta then Alice lives in India,1
If Alice lives in Ashta then Alice lives in Asia,1
If Alice lives in Maharashtra then Alice lives in India,1
If Alice lives in Maharashtra then Alice lives in Asia,1
If Alice lives in India then Alice lives in Asia,1
If Alice lives in Ashta then Alice lives in Maharashtra and If Alice lives in Ashta then Alice lives in India,2
If Alice lives in Ashta then Alice lives in Maharashtra or If Alice lives in Ashta then Alice lives in India,3
If Alice lives in Ashta then Alice lives in India and If Alice lives in Maharashtra then Alice lives in India,4
If Alice lives in Ashta then Alice lives in Asia and If Alice lives in Maharashtra then Alice lives in Asia,4
If Alice lives in Ashta then Alice lives in India or If Alice lives in Maharashtra then Alice lives in India,5
If Alice lives in Ashta then Alice lives in Asia or If Alice lives in Maharashtra then Alice lives in Asia,5
If Nina lives in Ashti then Nina lives in Maharashtra,1
If Nina lives in Ashti then Nina lives in India,1
If Nina lives in Ashti then Nina lives in Asia,1
If Nina lives in Maharashtra then Nina lives in India,1
If Nina lives in Maharashtra then Nina lives in Asia,1
If Nina lives in India then Nina lives in Asia,1
If Nina lives in Ashti then Nina lives in Maharashtra and If Nina lives in Ashti then Nina lives in India,2
If Nina lives in Ashti then Nina lives in Maharashtra or If Nina lives in Ashti then Nina lives in India,3
If Nina lives in Ashti then Nina lives in India and If Nina lives in Maharashtra then Nina lives in India,4
If Nina lives in Ashti then Nina lives in Asia and If Nina lives in Maharashtra then Nina lives in Asia,4
If Nina lives in Ashti then Nina lives in India or If Nina lives in Maharashtra then Nina lives in India,5
If Nina lives in Ashti then Nina lives in Asia or If Nina lives in Maharashtra then Nina lives in Asia,5
If George lives in Asoda then George lives in Maharashtra,1
If George lives in Asoda then George lives in India,1
If George lives in Asoda then George lives in Asia,1
If George lives in Maharashtra then George lives in India,1
If George lives in Maharashtra then George lives in Asia,1
If George lives in India then George lives in Asia,1
If George lives in Asoda then George lives in Maharashtra and If George lives in Asoda then George lives in India,2
If George lives in Asoda then George lives in Maharashtra or If George lives in Asoda then George lives in India,3
If George lives in Asoda then George lives in India and If George lives in Maharashtra then George lives in India,4
If George lives in Asoda then George lives in Asia and If George lives in Maharashtra then George lives in Asia,4
If George lives in Asoda then George lives in India or If George lives in Maharashtra then George lives in India,5
If George lives in Asoda then George lives in Asia or If George lives in Maharashtra then George lives in Asia,5
If Quincy lives in Assaye then Quincy lives in Maharashtra,1
If Quincy lives in Assaye then Quincy lives in India,1
If Quincy lives in Assaye then Quincy lives in Asia,1
If Quincy lives in Maharashtra then Quincy lives in India,1
If Quincy lives in Maharashtra then Quincy lives in Asia,1
If Quincy lives in India then Quincy lives in Asia,1
If Quincy lives in Assaye then Quincy lives in Maharashtra and If Quincy lives in Assaye then Quincy lives in India,2
If Quincy lives in Assaye then Quincy lives in Maharashtra or If Quincy lives in Assaye then Quincy lives in India,3
If Quincy lives in Assaye then Quincy lives in India and If Quincy lives in Maharashtra then Quincy lives in India,4
If Quincy lives in Assaye then Quincy lives in Asia and If Quincy lives in Maharashtra then Quincy lives in Asia,4
If Quincy lives in Assaye then Quincy lives in India or If Quincy lives in Maharashtra then Quincy lives in India,5
If Quincy lives in Assaye then Quincy lives in Asia or If Quincy lives in Maharashtra then Quincy lives in Asia,5
If Xena lives in Astagaon then Xena lives in Maharashtra,1
If Xena lives in Astagaon then Xena lives in India,1
If Xena lives in Astagaon then Xena lives in Asia,1
If Xena lives in Maharashtra then Xena lives in India,1
If Xena lives in Maharashtra then Xena lives in Asia,1
If Xena lives in India then Xena lives in Asia,1
If Xena lives in Astagaon then Xena lives in Maharashtra and If Xena lives in Astagaon then Xena lives in India,2
If Xena lives in Astagaon then Xena lives in Maharashtra or If Xena lives in Astagaon then Xena lives in India,3
If Xena lives in Astagaon then Xena lives in India and If Xena lives in Maharashtra then Xena lives in India,4
If Xena lives in Astagaon then Xena lives in Asia and If Xena lives in Maharashtra then Xena lives in Asia,4
If Xena lives in Astagaon then Xena lives in India or If Xena lives in Maharashtra then Xena lives in India,5
If Xena lives in Astagaon then Xena lives in Asia or If Xena lives in Maharashtra then Xena lives in Asia,5
If Quincy lives in Aundh Satara then Quincy lives in Maharashtra,1
If Quincy lives in Aundh Satara then Quincy lives in India,1
If Quincy lives in Aundh Satara then Quincy lives in Asia,1
If Quincy lives in Maharashtra then Quincy lives in India,1
If Quincy lives in Maharashtra then Quincy lives in Asia,1
If Quincy lives in India then Quincy lives in Asia,1
If Quincy lives in Aundh Satara then Quincy lives in Maharashtra and If Quincy lives in Aundh Satara then Quincy lives in India,2
If Quincy lives in Aundh Satara then Quincy lives in Maharashtra or If Quincy lives in Aundh Satara then Quincy lives in India,3
If Quincy lives in Aundh Satara then Quincy lives in India and If Quincy lives in Maharashtra then Quincy lives in India,4
If Quincy lives in Aundh Satara then Quincy lives in Asia and If Quincy lives in Maharashtra then Quincy lives in Asia,4
If Quincy lives in Aundh Satara then Quincy lives in India or If Quincy lives in Maharashtra then Quincy lives in India,5
If Quincy lives in Aundh Satara then Quincy lives in Asia or If Quincy lives in Maharashtra then Quincy lives in Asia,5
If George lives in Aurangabad then George lives in Maharashtra,1
If George lives in Aurangabad then George lives in India,1
If George lives in Aurangabad then George lives in Asia,1
If George lives in Maharashtra then George lives in India,1
If George lives in Maharashtra then George lives in Asia,1
If George lives in India then George lives in Asia,1
If George lives in Aurangabad then George lives in Maharashtra and If George lives in Aurangabad then George lives in India,2
If George lives in Aurangabad then George lives in Maharashtra or If George lives in Aurangabad then George lives in India,3
If George lives in Aurangabad then George lives in India and If George lives in Maharashtra then George lives in India,4
If George lives in Aurangabad then George lives in Asia and If George lives in Maharashtra then George lives in Asia,4
